po,partNo,traveler,pot,description,box,quantity,invDate,ps,notes
191530,06101831-A,713651,1053,,,36000,2026-07-26 18:00:00,29895,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191530,06101831-A,713653,979,,,36000,2026-07-26 18:00:00,29898,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191530,06101831-A,713654,1723,,,47000,2026-08-02 18:00:00,29927,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191276,500009196,713655,1395,,,43993,2026-07-15 18:00:00,29848,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191304,500009196,713656,410,,,41343,2026-07-15 18:00:00,29848,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191304,500009297,713657,1647,,,43843,2026-07-16 18:00:00,29850,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191304,500009297,713658,1627,,,39776,2026-07-16 18:00:00,29850,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191521,11609280,713659,464,,,43850,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191521,11609280,713660,427,,,45829,2026-07-25 18:00:00,29893,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191521,11609280,713661,148,,,45027,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191521,11609280,713662,145,,,48021,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191538,06100050-A,713665,1101,,,56755,2026-07-24 18:00:00,29888,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191538,06100050-A,713666,737,,,52872,2026-07-30 18:00:00,29913,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,06100050-A,713667,823,,,54000,2026-07-22 18:00:00,29879,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191424,06100050-A,713668,1591,,,58298,2026-07-20 18:00:00,29871,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191538,06100050-A,713669,941,,,49894,2026-07-30 18:00:00,29913,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191538,06100050-A,713670,44,,,60904,2026-07-26 18:00:00,29895,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,NU3019-00,713671,1593,,,5029,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,NU3019-00,713672,177,,,5096,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191538,NU3019-00,713673,521,,,5268,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,NU3019-00,713674,861,,,4631,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,NU3019-00,713675,1515,,,5235,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,NU3019-00,713676,1424,,,4971,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,NU3019-00,713677,1437,,,5244,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,NU3019-00,713678,1327,,,4899,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,NU3019-00,713679,811,,,4665,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191424,NU3019-00,713680,13,,,5378,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191473,NU5108-00,713715,1385,,,67392,2026-08-01 18:00:00,29922,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
192708,NU5108-00,713716,1325,,,65000,2026-08-05 18:00:00,29949,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày lấy từ dòng khác cùng PS
191473,NU3025-00,713719,1035,,,41000,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191473,NU3025-00,713720,622,,,39000,2026-07-24 18:00:00,29889,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
192708,NU5108-00,713724,1048,,,44100,2026-08-05 18:00:00,29949,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày lấy từ dòng khác cùng PS
192708,NU5108-00,713726,873,,,65000,2026-08-01 18:00:00,29922,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191530,H62534A,713728,1646,,,24750,2026-07-26 18:00:00,29898,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191530,H62534A,713729,125,,,19500,2026-07-24 18:00:00,29888,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,06511834AA,713730,389,,,2802,2026-07-30 18:00:00,29913,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191521,06511834AA,713731,1054,,,2878,2026-07-31 18:00:00,29919,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713734,1714,,,90000,2026-07-25 18:00:00,29893,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713735,658,,,90000,2026-07-25 18:00:00,29893,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713736,617,,,90000,2026-07-25 18:00:00,29893,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713737,913,,,90000,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713738,1663,,,90000,2026-07-25 18:00:00,29893,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191530,11546449,713739,1704,,,90000,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191530,11546449,713740,1559,,,72500,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191530,11546449,713741,1306,,,92500,2026-07-30 18:00:00,29913,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191530,11546449,713742,1343,,,90000,2026-07-30 18:00:00,29913,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191530,11546449,713743,508,,,57500,2026-07-26 18:00:00,29895,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713744,976,,,90000,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713745,895,,,90000,2026-07-26 18:00:00,29895,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713746,1083,,,77500,2026-07-27 18:00:00,29900,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713747,1525,,,90000,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713748,293,,,90000,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713749,1501,,,90000,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713750,1040,,,57500,2026-07-30 18:00:00,29915,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191521,11546449,713751,976,,,90000,2026-08-04 18:00:00,29936,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày lấy từ dòng khác cùng PS
