po,partNo,traveler,pot,description,box,quantity,invDate,ps,notes
191061,11546703,710668,1639,,,123580,2026-07-06 18:00:00,29807,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191061,11546703,710669,16,,,123086,2026-07-06 18:00:00,29807,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,11546703,710670,1038,,,119136,2026-07-01 18:00:00,29784,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,11546703,710671,405,,,131358,2026-07-01 18:00:00,29784,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,11546703,710672,1422,,,128519,2026-07-01 18:00:00,29784,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,11546703,710673,1033,,,123210,2026-07-02 18:00:00,29787,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,11546703,710674,1702,,,126296,2026-07-01 18:00:00,29784,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,11546703,710675,569,,,123580,2026-07-01 18:00:00,29784,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191061,11546703,710676,419,,,124074,2026-07-13 18:00:00,29839,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191061,11546703,710677,82,,,126790,2026-07-07 18:00:00,29809,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191506,11546703,710678,833,,,134198,2026-07-22 18:00:00,29877,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191061,11546703,710679,1701,,,114691,2026-07-13 18:00:00,29839,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,11546703,710680,535,,,115679,2026-07-01 18:00:00,29784,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191506,11546703,710681,124,,,131728,2026-07-21 18:00:00,29875,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
193263,11549168-CA-IN,710682,299,,,35000,2026-08-31 18:00:00,30057,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191125,11549168-CA-IN,710683,1335,,,50000,2026-07-16 18:00:00,29852,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
190577,11549168-CA-IN,710684,1645,,,47015,2026-07-05 18:00:00,29801,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
192613,11549168-CA-IN,710687,382,,,56000,2026-07-31 18:00:00,29919,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191473,06511672AA,710692,770,,,45474,2026-07-21 18:00:00,29873,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191473,06511672AA,710693,257,,,45000,2026-07-21 18:00:00,29873,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190577,11561645,710694,1556,,,143247,2026-06-22 18:00:00,29743,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190577,11561645,710695,1374,,,99091,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190577,06511637AA,710696,1720,,,40887,2026-07-05 18:00:00,29800,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190577,06511637AA,710697,625,,,43992,2026-06-25 18:00:00,29756,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191276,11546703,710698,853,,,131111,2026-07-17 18:00:00,29854,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,11546703,710699,291,,,119753,2026-07-01 18:00:00,29784,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191276,11546703,710700,478,,,134198,2026-07-16 18:00:00,29852,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191276,11546703,710701,1447,,,115185,2026-07-16 18:00:00,29852,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191276,11546703,710702,619,,,125185,2026-07-16 18:00:00,29852,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191506,11546703,710703,106,,,123333,2026-07-22 18:00:00,29879,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11548147,710704,KIB,,,12500,2026-06-13 18:00:00,29705,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11548147,710705,KIB,,,12500,2026-06-13 18:00:00,29702,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,06105051AA,710706,652,,,17094,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,06105051AA,710707,863,,,14701,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,06105051AA,710709,874,,,25192,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710710,1544,,,129091,2026-06-13 18:00:00,29705,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710711,29,,,113377,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710712,811,,,119610,2026-06-14 18:00:00,29709,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710713,88,,,118442,2026-06-14 18:00:00,29707,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190559,W520412-S442,710714,336,,,117692,2026-06-22 18:00:00,29743,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190559,W520412-S442,710715,373,,,111282,2026-06-18 18:00:00,29727,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710716,304,,,145584,2026-06-15 18:00:00,29713,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710717,973,,,98182,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710718,580,,,135584,2026-06-15 18:00:00,29713,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710719,1338,,,103896,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11546389BR-PH-RO,710720,1045,,,130390,2026-06-15 18:00:00,29713,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11546389BR-PH-RO,710721,756,,,109610,2026-06-14 18:00:00,29709,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11546389BR-PH-RO,710726,903,,,130260,2026-06-18 18:00:00,29725,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11546389BR-PH-RO,710727,1349,,,110000,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190515,11546449,710728,779,,,89915,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190515,11546449,710729,1510,,,89407,2026-07-12 18:00:00,29835,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11549204,710734,202,,,7798,2026-07-07 18:00:00,29811,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11549204,710735,651,,,7350,2026-07-15 18:00:00,29848,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11549204,710736,1401,,,7791,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11549204,710737,1402,,,7337,2026-07-07 18:00:00,29811,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11549204,710738,907,,,6838,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11549204,710739,817,,,8350,2026-07-07 18:00:00,29811,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11549204,710740,13,,,6917,2026-06-13 18:00:00,29705,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11549204,710741,630,,,8014,2026-07-07 18:00:00,29811,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11549204,710742,673,,,7666,2026-07-07 18:00:00,29811,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11549204,710743,1435,,,7541,2026-07-15 18:00:00,29848,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190220,SA-7000-13,710744,1078,,,3309,2026-06-09 18:00:00,29687,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710746,1062,,,99870,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546389-PH-RO,710747,864,,,144545,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190535,NU1510-00,710749,564,,,45000,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190673,NU1510-00,710750,1330,,,31000,2026-06-26 18:00:00,29764,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191340,68665167AA,710751,932,,,10000,2026-07-19 18:00:00,29865,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191105,F1302AB,710752,223,,,16699,2026-07-08 18:00:00,29814,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191105,F1302AB,710753,916,,,22718,2026-07-08 18:00:00,29814,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190382,33771-S2,710754,617,,,36245,2026-06-15 18:00:00,29713,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190796,85158B,710756,967,,,23929,2026-06-28 18:00:00,29773,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190796,85158B,710757,467,,,20126,2026-06-30 18:00:00,29781,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,06514720AA,710758,91,,,31765,2026-06-12 18:00:00,29700,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,06514720AA,710759,1522,,,28778,2026-06-12 18:00:00,29700,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,06514720AA,710760,66,,,29412,2026-06-13 18:00:00,29702,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,06514720AA,710761,1518,,,30995,2026-06-13 18:00:00,29705,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191105,F1302AB,710762,357,,,20227,2026-07-07 18:00:00,29811,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191105,F1302AB,710763,982,,,19741,2026-07-08 18:00:00,29814,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,06506707AA,710764,469,,,25123,2026-06-12 18:00:00,29700,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190356,06506707AA,710765,1558,,,21370,2026-06-13 18:00:00,29702,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190642,11549171-MY-AK,710766,709,,,9539,2026-06-24 18:00:00,29753,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190642,11549171-MY-AK,710767,258,,,9487,2026-06-25 18:00:00,29758,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190642,11549171-MY-AK,710768,109,,,9339,2026-06-28 18:00:00,29769,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190642,11549171-MY-AK,710769,1535,,,9904,2026-06-24 18:00:00,29753,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190642,11549171-MY-AK,710770,1369,,,9983,2026-06-24 18:00:00,29753,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190642,11549171-MY-AK,710771,483,,,9357,2026-06-25 18:00:00,29758,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546370-MY-AK,710772,734,,,7362,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546370-MY-AK,710773,883,,,7456,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546370-MY-AK,710774,27,,,7430,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546370-MY-AK,710775,346,,,7362,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546370-MY-AK,710776,981,,,7423,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190452,11546370-MY-AK,710777,598,,,7336,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546370-MY-AK,710778,398,,,7188,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546370-MY-AK,710779,1099,,,7564,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546370-MY-AK,710780,735,,,7369,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546370-MY-AK,710781,829,,,7537,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546370-MY-AK,710782,1384,,,7738,2026-06-18 18:00:00,29727,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11546370-MY-AK,710783,1028,,,7181,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710797,395,,,80583,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710798,399,,,81083,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710799,1572,,,72000,2026-06-18 18:00:00,29725,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710800,42,,,90667,2026-06-18 18:00:00,29727,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710801,509,,,87167,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710802,514,,,73750,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710803,742,,,96083,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710804,1020,,,84250,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710805,753,,,87500,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190410,11546545,710806,15,,,91667,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,06101736-A,710807,838,,,103371,2026-06-29 18:00:00,29774,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,06101736-A,710808,431,,,94045,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,06101736-A,710809,1071,,,99438,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,06101736-A,710810,666,,,98202,2026-06-17 18:00:00,29720,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,40109770,710811,972,,,7078,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,40109770,710812,806,,,9747,2026-06-14 18:00:00,29707,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546463,710813,7,,,15000,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546463,710814,900,,,15077,2026-06-13 18:00:00,29705,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546463,710815,953,,,14768,2026-06-13 18:00:00,29705,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546463,710816,1513,,,15619,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190347,11546463,710817,711,,,15712,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11546463,710818,542,,,14659,2026-07-15 18:00:00,29848,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11546463,710819,171,,,16285,2026-07-15 18:00:00,29848,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11546463,710820,1567,,,14071,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11546463,710821,919,,,15077,2026-06-14 18:00:00,29707,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190337,11546463,710822,235,,,15279,2026-06-18 18:00:00,29728,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191398,11549168-CA-IN,710823,370,,,52000,2026-07-30 18:00:00,29915,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191126,11549168-CA-IN,710825,567,,,49000,2026-07-16 18:00:00,29850,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191213,11549168-CA-IN,710826,1380,,,36000,2026-07-19 18:00:00,29865,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
190560,11588714,710840,KIB,,,70000,2026-06-21 18:00:00,29740,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190560,11588714,710841,KIB,,,70000,2026-06-22 18:00:00,29744,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190560,11547176,710842,KIB,,,45000,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190560,11547176,710843,KIB,,,45000,2026-06-21 18:00:00,29738,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11547176,710844,KIB,,,45000,2026-06-18 18:00:00,29727,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190465,11547176,710845,KIB,,,45000,2026-06-17 18:00:00,29723,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,40110160,710846,38,,,6830,2026-06-30 18:00:00,29781,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,40110160,710847,1692,,,7446,2026-06-30 18:00:00,29781,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,40110160,710848,1318,,,6811,2026-07-02 18:00:00,29787,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190880,40110160,710849,1704,,,7211,2026-07-01 18:00:00,29784,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190428,06100050-A,710850,20,,,60213,2026-06-16 18:00:00,29716,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190428,06100050-A,710851,68,,,51489,2026-06-16 18:00:00,29718,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
190428,06100050-A,710852,155,,,51543,2026-06-15 18:00:00,29713,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191304,11611122,710854,1058,,,49267,2026-07-16 18:00:00,29850,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191304,11611121,710856,960,,,21567,2026-07-16 18:00:00,29850,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191304,11611121,710857,311,,,39267,2026-07-16 18:00:00,29850,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191061,W711468-S437,710860,1398,,,46821,2026-07-07 18:00:00,29809,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=PIECES; ngày ƯỚC TÍNH (theo số PS)
191506,W711468-S437,710861,706,,,57600,2026-07-27 18:00:00,29902,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191276,W711468-S437,710862,339,,,72000,2026-07-19 18:00:00,29867,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191276,W711468-S437,710863,1436,,,57600,2026-07-17 18:00:00,29857,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
191276,W711468-S437,710864,1562,,,57600,2026-07-19 18:00:00,29867,SHIP suy từ cờ Shipped + PS# của WORK ORDER; qty=tổng SELECT; ngày ƯỚC TÍNH (theo số PS)
